Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
"“When Gold Remains in the Ground, it will not Rot”: Corporate Social Responsibility Imbalances between Mining Companies and Host Communities in Ghana","Emmanuel Jeffrey Dzage, Selorm Aku Nyamalor, G. Szabados",10.20900/jsr20240075,https://doi.org/10.20900/jsr20240075,Journal of Sustainability Research,0,2024,CSR reporting by mining companies in Ghana is disconnected from the expectations of local communities.
CSR in EU Law: How Close to EU Fundamental Rights and Social Justice?,Alexandra Andhov (Horváthová),10.54648/eulr2018037,https://doi.org/10.54648/eulr2018037,European Business Law Review,0,2018,"CSR in EU law is closely related to EU fundamental rights and social justice, and the terms could be used interchangeably."
"Corporate Social Responsibility, Shariah-Compliance, and Earnings Quality","Abdullah Alsaadi, M. Ebrahim, Aziz Jaafar",10.1007/s10693-016-0263-0,https://doi.org/10.1007/s10693-016-0263-0,Journal of financial services research,0,2016,"CSR is associated with higher earnings quality, while Shariah-compliance is associated with lower earnings quality."
Challenging Masculinity in CSR Disclosures: Silencing of Women’s Voices in Tanzania’s Mining Industry,S. Lauwo,10.1007/s10551-016-3047-4,https://doi.org/10.1007/s10551-016-3047-4,Journal of Business Ethics,0,2016,CSR reporting in the Tanzanian mining industry silences women's voices and reflects the masculinity of the industry.
Corporate social responsibility (CSR) policies for SMEs in Mauritius: a comparative study with Sweden,A. Beebeejaun,10.1108/jepp-06-2024-0098,https://doi.org/10.1108/jepp-06-2024-0098,Journal of Entrepreneurship and Public Policy,0,2025,"The paper examines CSR reporting policies for SMEs in Mauritius and compares them to Sweden's, finding a need for more detailed guidelines and awareness campaigns to encourage SME participation."
Disclosure of corporate social responsibility in Baltic public companies: choices of reporting and its determinants,"V. Aleknevičienė, Dalia Juočiūnienė, Danutė Zinkevičienė",10.1080/01629778.2024.2341965,https://doi.org/10.1080/01629778.2024.2341965,Journal of Baltic Studies,0,2024,"Larger Baltic public companies are more likely to disclose CSR in separate reports and use quantitative measures, while smaller firms disclose CSR in annual reports."
Corporate Social Responsibility Trajectory: Mining Reputational Capital,Lars E. Isaksson,10.3390/admsci15030095,https://doi.org/10.3390/admsci15030095,Administrative Sciences,0,2025,CSR reporting is evolving from philanthropy to a strategic approach that optimizes corporate financial and social performance.
Guest editorial,"Sharyn Rundle-Thiele, Timo Dietrich, Denni Arli",10.1108/ijbm-06-2021-614,https://doi.org/10.1108/ijbm-06-2021-614,International Journal of Bank Marketing,0,2021,This paper is an editorial introducing a special issue on corporate social responsibility in banking.
Nexus Between Corporate Sustainability Reporting and Risk Mitigation: Evidence from Chinese Listed Firms,"Waqas Haider, Fayaz Hussain Tunio, Muhammad Usman Arshad, P. Ferreira",10.3390/su17041622,https://doi.org/10.3390/su17041622,Sustainability,0,2025,"Corporate sustainability reporting reduces corporate risk-taking, especially when moderated by employee education and financial flexibility."
The viability of corporate social responsibility reporting provisions in trade agreements,"Daniel Tschopp, Barbara S. Caldwell",10.1504/IJTGM.2014.062857,https://doi.org/10.1504/IJTGM.2014.062857,-,1,2014,CSR reporting could be a viable resource for addressing social and environmental concerns in free trade agreements.
Articles review,"F. Figge, Tobias Hahn",10.1080/0969160X.2006.9651754,https://doi.org/10.1080/0969160X.2006.9651754,-,0,2006,"This paper is not directly relevant to the query ""what is CSR reporting"", as it focuses on a review of a different paper on measuring corporate sustainability rather than providing an overview of CSR reporting."
Corporate social responsibility disclosure in the Takaful sector,"Ahmad Jafar, Muhammad Bilal Zafar",10.1108/ijoes-11-2024-0367,https://doi.org/10.1108/ijoes-11-2024-0367,International Journal of Ethics and Systems,0,2025,This study examines the extent of corporate social responsibility (CSR) disclosure in Takaful (Islamic insurance) companies.
Book Reviews: General Politics,Sven Steinmo,10.1111/j.1478-9302.2011.00241_4.x,https://doi.org/10.1111/j.1478-9302.2011.00241_4.x,-,0,2011,This book review discusses the relations of power underlying corporate social responsibility (CSR) discourse and practice.
Corporate social reporting preferences in a developing country: Evidence from Iran,"A. Yaftian, Victoria Wise, K. Cooper, S. Mirshekary",-,-,-,2,2013,"Users in Iran prefer corporate annual reports as the primary source for CSR information, with environmental information being the most important."
Corporate Social Responsibility Disclosure in Jordan: An Analysis of Annual Reports of Listed Companies Evidence From 2010-2015,"Nimer Al Slihat, Amer Moh'd Al_hazimeh, B. Zureigat",10.30566/IJO-BS.2018.232,https://doi.org/10.30566/IJO-BS.2018.232,-,1,2018,Corporate social responsibility disclosure in annual reports is important for stakeholders to make informed decisions.
Special Issue: International Perspectives on Corporate Social Responsibility,"G. Michelson, P. Waring, P. Naudé",10.1177/030630701604100301,https://doi.org/10.1177/030630701604100301,-,2,2016,This paper examines the rise of corporate social responsibility (CSR) and the tensions managers face in implementing socially responsible practices.
Managerial Perception of CSR: A Study of MNCs,"Rajinder Singh, M. Narwal",10.17010/PIJOM/2010/V3I8/60985,https://doi.org/10.17010/PIJOM/2010/V3I8/60985,-,0,2010,"CSR involves a range of concepts, principles, and methodologies that businesses have responsibilities towards their stakeholders beyond just profit maximization."
KURUMSAL SOSYAL SORUMLULUK: BİR REKLAM ARACI MI YOKSA BİR GERÇEK Mİ?,Ersan Karataş,10.7827/turkishstudies.11719,https://doi.org/10.7827/turkishstudies.11719,-,1,2017,"CSR is an important strategic issue for businesses, not just an advertising tool."
Difference Between Wish And Need -- Evidence Of Building Csr Index In Croatia,"Omazic Mislav Ante, Vlahov Rebeka Danijela, Matesic Mirjana",-,-,-,1,2013,The paper describes the development of a CSR index in Croatia to assess and promote voluntary CSR practices among companies.
CSR In Iberian America: Opportunity or Moot Point,Alvaro de Regil Castill,10.1108/17471117200700001,https://doi.org/10.1108/17471117200700001,-,0,2007,CSR in Iberian America is debated as a corporate tool versus a means for civil society to make businesses socially and environmentally responsible.
"Tereza Pavlíčková and Irena Reifová (eds), Media, Power and Empowerment: Central and Eastern European Communication and Media Conference CEECOM Prague 2012","Tereza Pavlíčková, Irena Reifová",10.1177/0267323115627078b,https://doi.org/10.1177/0267323115627078b,-,0,2016,"CSR reporting is an ideology that seeks to legitimate corporations, private property and the profit motive, despite a gap between rhetoric and actual corporate practices."
An investigation of ‘The Spectrum of Corporate Social Responsibility’. Or to be more precise: Over-communication - a comparative analysis of the UK and Italian banking sectors from the customers' perspective,"P. Maple, C. Civera, C. Casalegno",10.3390/ISIS-SUMMIT-VIENNA-2015-T1.3005,https://doi.org/10.3390/ISIS-SUMMIT-VIENNA-2015-T1.3005,-,2,2015,"The paper examines the phenomenon of over-communication of CSR by companies, particularly in the banking sector, and its impact on customer perceptions."
CSR in the UK Water Industry: ‘Doing the Right Thing’? A Case Study,Moritz von Schwedler,10.1080/0969160X.2011.593815,https://doi.org/10.1080/0969160X.2011.593815,-,0,2011,"CSR reporting in the UK water industry has made progress, but more leadership from government and regulators is needed to advance sustainable development."
Whose Call to Answer: Institutional Complexity and Firms’ CSR Reporting,Lies Bouten,10.1080/0969160X.2017.1376904,https://doi.org/10.1080/0969160X.2017.1376904,-,0,2017,The paper examines how institutional complexity influences firms' corporate social responsibility (CSR) reporting in China.
The Dao of CSR,"C. Hawes, Angus Young",10.1163/15700615-01802003,https://doi.org/10.1163/15700615-01802003,-,0,2019,The paper proposes a new approach to CSR based on traditional Chinese ecological worldview to overcome cultural barriers in China.
News,-,10.1080/0969160x.2004.9651724,https://doi.org/10.1080/0969160x.2004.9651724,-,0,2004,This paper provides information on studies of corporate social responsibility (CSR) reporting practices in Central and Eastern Europe.
"Corporate Social Responsibility to Business, Enterprises, and Business Regulations",M. Rahim,10.1080/19186444.2011.11658292,https://doi.org/10.1080/19186444.2011.11658292,-,0,2011,"CSR reporting involves the economic, social and environmental impacts of business operations and responsiveness to stakeholders."
